Bond,Sector,Country,Used_Duration,Used_Rating_Score,Used_ZTW
Bond-1982,Sbirervta,FB,12.71,4.0,178.4
Bond-1983,Sbirervta,FB,13.88,4.0,178.8
Bond-1984,Sbirervta,FB,16.26,4.0,186.2
Bond-1985,Sbirervta,FB,16.5,4.0,199.1
Bond-1986,Sbirervta,FB,17.28,4.0,197.3
Bond-1987,TMT,FB,2.3,7.0,101.5
Bond-1988,TMT,FB,4.45,7.0,110.7
Bond-1989,TMT,FB,5.15,7.0,117.0
Bond-1990,TMT,FB,6.43,7.0,120.3
Bond-1991,TMT,FB,15.06,7.0,175.8
Bond-1992,Sbirervta,JC,1.3,10.0,62.4
Bond-1993,Sbirervta,JC,2.72,10.0,100.4
Bond-1994,Sbirervta,JC,3.06,10.0,116.1
Bond-1995,Sbirervta,JC,12.96,10.0,318.2
Bond-1996,Sbirervta,JC,13.84,10.0,283.4
Bond-1997,Sbirervta,JC,15.83,10.0,278.5
Bond-1998,Fvanapvny,JZ,1.75,16.0,588.7
Bond-1999,Fvanapvny,JZ,1.22,15.0,722.7
Bond-2000,Fvanapvny,JZ,2.27,15.0,729.2
Bond-2001,Fvanapvny,JZ,1.04,13.0,244.7
Bond-2002,Fvanapvny,JZ,1.75,14.0,909.4
Bond-2003,Fvanapvny,JZ,3.85,13.0,414.7
Bond-2004,Fvanapvny,JZ,2.2,13.0,359.7
Bond-2005,Fvanapvny,JZ,3.24,13.0,379.0
Bond-2006,Fvanapvny,JZ,1.8,17.0,1217.1
Bond-2007,Fvanapvny,JZ,3.28,12.0,340.8
Bond-2008,Fvanapvny,JZ,3.89,12.0,386.7
Bond-2009,Fvanapvny,JZ,1.29,10.0,174.4
Bond-2010,Fvanapvny,JZ,1.93,11.0,234.7
Bond-2011,Fvanapvny,JZ,2.43,10.0,255.0
Bond-2012,Fvanapvny,JZ,1.66,10.0,191.7
Bond-2013,Fvanapvny,JZ,2.83,10.0,215.2
Bond-2014,Fvanapvny,JZ,4.35,10.0,235.4
Bond-2015,Fvanapvny,JZ,1.85,14.0,358.9
Bond-2016,Iaqhfgevny,JZ,3.71,10.0,207.7
Bond-2017,Iaqhfgevny,JZ,2.78,10.0,175.1
Bond-2018,Iaqhfgevny,JZ,5.47,14.0,412.8
Bond-2019,Mrgnyf_naq_Mvavat,JZ,2.98,10.0,227.2
Bond-2020,Mrgnyf_naq_Mvavat,JZ,5.99,10.0,257.2
Bond-2021,Mrgnyf_naq_Mvavat,JZ,1.89,10.0,187.3
Bond-2022,Mrgnyf_naq_Mvavat,JZ,3.71,9.0,207.6
Bond-2023,Mrgnyf_naq_Mvavat,JZ,3.15,13.0,242.3
Bond-2024,Mrgnyf_naq_Mvavat,JZ,1.27,11.0,190.8
Bond-2025,Mrgnyf_naq_Mvavat,JZ,2.32,12.0,218.8
Bond-2026,Mrgnyf_naq_Mvavat,JZ,3.22,12.0,223.9
Bond-2027,Mrgnyf_naq_Mvavat,JZ,3.15,14.0,559.2
Bond-2028,Mrgnyf_naq_Mvavat,JZ,4.61,9.0,226.5
Bond-2029,Mrgnyf_naq_Mvavat,JZ,1.87,10.0,198.7
Bond-2030,Mrgnyf_naq_Mvavat,JZ,1.45,10.0,182.3
Bond-2031,Mrgnyf_naq_Mvavat,JZ,2.36,10.0,207.5
Bond-2032,Mrgnyf_naq_Mvavat,JZ,3.53,10.0,231.6
Bond-2033,Mrgnyf_naq_Mvavat,JZ,1.45,15.0,462.1
Bond-2034,Mrgnyf_naq_Mvavat,JZ,4.26,15.0,541.9
Bond-2035,Mrgnyf_naq_Mvavat,JZ,3.38,9.0,204.9
Bond-2036,Mrgnyf_naq_Mvavat,JZ,3.25,11.0,206.7
Bond-2037,Mrgnyf_naq_Mvavat,JZ,2.52,10.0,184.2
Bond-2038,Mrgnyf_naq_Mvavat,JZ,3.67,10.0,202.0
Bond-2039,Mrgnyf_naq_Mvavat,JZ,4.94,9.0,227.1
Bond-2040,Mrgnyf_naq_Mvavat,JZ,1.44,12.0,189.3
Bond-2041,Mrgnyf_naq_Mvavat,JZ,2.2,12.0,188.7
Bond-2042,Mrgnyf_naq_Mvavat,JZ,3.06,12.0,222.0
Bond-2043,Mrgnyf_naq_Mvavat,JZ,1.05,10.0,133.0
Bond-2044,Mrgnyf_naq_Mvavat,JZ,2.4,10.0,209.5
Bond-2045,Mrgnyf_naq_Mvavat,JZ,1.67,15.0,548.8
Bond-2046,Mrgnyf_naq_Mvavat,JZ,1.27,14.0,373.3
Bond-2047,Mrgnyf_naq_Mvavat,JZ,2.35,14.0,388.2
Bond-2048,Mrgnyf_naq_Mvavat,JZ,2.17,14.0,384.8
Bond-2049,Ovy_naq_Gnf,JZ,4.94,13.0,559.1
Bond-2050,Ovy_naq_Gnf,JZ,1.37,10.0,167.6
Bond-2051,Ovy_naq_Gnf,JZ,1.71,10.0,176.8
Bond-2052,Ovy_naq_Gnf,JZ,4.69,10.0,243.7
Bond-2053,Ovy_naq_Gnf,JZ,5.58,10.0,254.1
Bond-2054,Ovy_naq_Gnf,JZ,6.18,10.0,263.6
Bond-2055,Ovy_naq_Gnf,JZ,6.02,10.0,252.9
Bond-2056,Ovy_naq_Gnf,JZ,8.02,10.0,261.4
Bond-2057,Ovy_naq_Gnf,JZ,8.9,10.0,303.6
Bond-2058,Ovy_naq_Gnf,JZ,10.84,10.0,303.9
Bond-2059,Ovy_naq_Gnf,JZ,1.58,9.0,141.5
Bond-2060,Ovy_naq_Gnf,JZ,2.38,9.0,172.2
Bond-2061,Ovy_naq_Gnf,JZ,5.24,9.0,229.1
Bond-2062,Ovy_naq_Gnf,JZ,7.91,9.0,253.1
Bond-2063,Ovy_naq_Gnf,JZ,2.07,9.0,174.1
Bond-2064,Ovy_naq_Gnf,JZ,1.38,10.0,182.7
Bond-2065,Ovy_naq_Gnf,JZ,1.88,10.0,170.1
Bond-2066,Ovy_naq_Gnf,JZ,2.85,10.0,194.0
Bond-2067,Sbirervta,JZ,1.43,10.0,93.6
Bond-2068,Sbirervta,JZ,2.77,10.0,115.0
Bond-2069,Sbirervta,JZ,4.96,9.0,157.3
Bond-2070,Sbirervta,JZ,5.85,9.0,175.5
Bond-2071,Sbirervta,JZ,5.61,10.0,192.8
Bond-2072,Sbirervta,JZ,7.18,9.0,184.2
Bond-2073,Sbirervta,JZ,10.7,9.0,228.1
Bond-2074,Sbirervta,JZ,13.48,10.0,243.0
Bond-2075,Sbirervta,JZ,14.18,10.0,245.3
Bond-2076,Sbirervta,JZ,15.84,9.0,237.1
Bond-2077,TMT,JZ,2.46,11.0,211.5
Bond-2078,TMT,JZ,1.35,11.0,126.0
Bond-2079,TMT,JZ,2.2,11.0,208.3
Bond-2080,TMT,JZ,2.09,11.0,235.7
Bond-2081,TMT,JZ,3.15,11.0,227.9
Bond-2082,Tenafcbeg,JZ,2.71,12.0,295.2
Bond-2083,Tenafcbeg,JZ,1.04,12.0,516.3
Bond-2084,Tenafcbeg,JZ,2.19,12.0,479.9
Bond-2085,Tenafcbeg,JZ,1.42,10.0,123.1
Bond-2086,Tenafcbeg,JZ,3.18,9.0,170.9
Bond-2087,Tenafcbeg,JZ,7.77,10.0,312.0
Bond-2088,Tenafcbeg,JZ,2.49,12.0,218.1
Bond-2089,Sbirervta,JG,2.3,14.0,492.9
Bond-2090,Cbafhzre,NB,3.19,10.0,182.6
Bond-2091,Fvanapvny,NB,2.0,3.0,79.0
Bond-2092,Fvanapvny,NB,2.8,3.0,92.7
Bond-2093,Fvanapvny,NB,4.07,10.0,273.8
Bond-2094,Fvanapvny,NB,5.74,6.0,185.2
Bond-2095,Fvanapvny,NB,3.78,6.0,159.0
Bond-2096,Ovy_naq_Gnf,NB,2.86,14.0,1002.5
Bond-2097,Ovy_naq_Gnf,NB,1.49,6.0,77.9
Bond-2098,Ovy_naq_Gnf,NB,3.33,6.0,114.5
Bond-2099,Ovy_naq_Gnf,NB,7.32,6.0,165.1
Bond-2100,Ovy_naq_Gnf,NB,13.01,6.0,220.6
Bond-2101,Ovy_naq_Gnf,NB,17.07,6.0,227.9
Bond-2102,Ovy_naq_Gnf,NB,8.88,6.0,168.6
Bond-2103,Ovy_naq_Gnf,NB,2.81,6.0,116.8
Bond-2104,Ovy_naq_Gnf,NB,6.73,6.0,168.4
Bond-2105,Ovy_naq_Gnf,NB,19.57,6.0,200.1
Bond-2106,Rrny_Efgngr,NB,2.22,14.0,736.5
Bond-2107,Rrny_Efgngr,NB,1.38,14.0,648.8
Bond-2108,Sbirervta,NB,1.05,6.0,47.7
Bond-2109,Sbirervta,NB,5.84,6.0,133.1
Bond-2110,Sbirervta,NB,1.5,6.0,53.0
Bond-2111,Sbirervta,NB,2.34,6.0,73.2
Bond-2112,Sbirervta,NB,9.7,6.0,158.3
Bond-2113,Sbirervta,NB,4.12,6.0,113.3
Bond-2114,Sbirervta,NB,5.46,6.0,128.1
Bond-2115,Sbirervta,NB,5.79,6.0,145.8
Bond-2116,Sbirervta,NB,6.54,6.0,153.3
Bond-2117,Sbirervta,NB,7.04,6.0,161.1
Bond-2118,Sbirervta,NB,7.14,6.0,157.8
Bond-2119,Sbirervta,NB,7.81,6.0,155.8
Bond-2120,Sbirervta,NB,19.74,6.0,229.7
Bond-2121,Sbirervta,NB,16.05,6.0,231.3
Bond-2122,Sbirervta,NB,16.25,6.0,233.7
Bond-2123,Sbirervta,NB,16.53,6.0,235.4
Bond-2124,Sbirervta,NB,16.78,6.0,235.6
Bond-2125,TMT,NB,7.3,6.0,171.0
Bond-2126,Ugvyvgvrf,NB,7.27,10.0,342.5
Bond-2127,Ugvyvgvrf,NB,4.77,7.0,140.9
Bond-2128,Ugvyvgvrf,NB,8.84,7.0,177.0
Bond-2129,Ugvyvgvrf,NB,1.43,7.0,100.9
Bond-2130,Ugvyvgvrf,NB,2.38,7.0,116.2
Bond-2131,Ugvyvgvrf,NB,3.24,7.0,137.5
Bond-2132,Ugvyvgvrf,NB,3.09,7.0,142.3
Bond-2133,Ugvyvgvrf,NB,6.77,7.0,184.2
Bond-2134,Ugvyvgvrf,NB,13.97,7.0,274.8
Bond-2135,Ugvyvgvrf,NB,14.02,7.0,286.0
Bond-2136,Fvanapvny,NW,3.81,1.0,60.7
Bond-2137,Fvanapvny,NW,6.64,1.0,81.0
Bond-2138,Fvanapvny,NW,1.09,1.0,55.8
Bond-2139,Fvanapvny,NW,1.49,4.0,60.5
Bond-2140,Fvanapvny,NW,1.13,1.0,18.3
Bond-2141,Fvanapvny,NW,2.96,6.0,134.3
Bond-2142,Fvanapvny,NW,3.42,7.0,135.7
Bond-2143,Fvanapvny,NW,2.25,1.0,22.8
Bond-2144,Fvanapvny,NW,6.71,1.0,57.6
Bond-2145,Fvanapvny,NW,15.94,1.0,123.9
Bond-2146,Fvanapvny,NW,13.19,1.0,134.8
Bond-2147,Fvanapvny,NW,1.9,1.0,19.8
Bond-2148,Fvanapvny,NW,1.4,6.0,144.4
Bond-2149,Fvanapvny,NW,3.27,7.0,152.3
Bond-2150,Fvanapvny,NW,2.81,8.0,277.9
Bond-2151,Ovy_naq_Gnf,NW,3.41,14.0,820.9
Bond-2152,Ovy_naq_Gnf,NW,4.43,14.0,829.7
Bond-2153,Rrny_Efgngr,NW,7.24,6.0,190.5
Bond-2154,Rrny_Efgngr,NW,4.2,10.0,293.0
Bond-2155,TMT,NW,4.01,10.0,139.8
Bond-2156,TMT,NW,6.95,10.0,232.7
Bond-2157,TMT,NW,2.25,10.0,78.4
Bond-2158,TMT,NW,7.82,6.0,103.4
Bond-2159,TMT,NW,5.55,6.0,72.8
Bond-2160,TMT,NW,4.4,6.0,69.8
Bond-2161,TMT,NW,6.71,6.0,101.5
Bond-2162,TMT,NW,8.31,6.0,125.3
Bond-2163,Tenafcbeg,NW,4.69,2.0,70.6
Bond-2164,Tenafcbeg,NW,7.91,2.0,100.4
Bond-2165,Ugvyvgvrf,NW,1.9,3.0,55.9
Bond-2166,Ugvyvgvrf,NW,4.73,3.0,65.1
Bond-2167,Ugvyvgvrf,NW,6.34,3.0,95.2
Bond-2168,Ugvyvgvrf,NW,7.19,3.0,97.4
Bond-2169,Sbirervta,NX,3.13,6.0,47.4
Bond-2170,Sbirervta,NS,3.35,14.0,509.1
Bond-2171,Sbirervta,NS,7.97,14.0,569.9
Bond-2172,Sbirervta,NS,11.86,14.0,625.7
Bond-2173,Fvanapvny,NSBK,2.75,9.0,208.5
Bond-2174,Fvanapvny,NSBK,3.41,9.0,238.2
Bond-2175,Fvanapvny,NSBK,5.75,9.0,324.7
Bond-2176,Fvanapvny,NSBK,1.38,11.0,423.3
Bond-2177,Fvanapvny,NSBK,3.26,11.0,401.1
Bond-2178,Sbirervta,NJ,3.69,19.0,2071.3
Bond-2179,Cbafhzre,NP,2.98,13.0,861.4
Bond-2180,Sbirervta,NP,2.03,16.0,895.6
Bond-2181,Sbirervta,NP,3.64,16.0,906.4
Bond-2182,Sbirervta,NP,4.9,16.0,868.7
Bond-2183,Sbirervta,NP,5.76,16.0,894.8
Bond-2184,Sbirervta,NP,6.8,16.0,895.2
Bond-2185,Sbirervta,NP,8.03,16.0,861.0
Bond-2186,Sbirervta,NP,9.23,16.0,853.6
Bond-2187,Sbirervta,NP,10.24,16.0,835.8
Bond-2188,Ugvyvgvrf,NP,2.21,16.0,1011.6
Bond-2189,Fvanapvny,KW,2.88,16.0,719.6
Bond-2190,Cbafhzre,KE,1.12,9.0,260.2
Bond-2191,Fvanapvny,KE,1.92,9.0,100.0
Bond-2192,Fvanapvny,KE,2.76,9.0,103.9
Bond-2193,Fvanapvny,KE,3.25,9.0,115.9
Bond-2194,Fvanapvny,KE,6.81,9.0,165.5
Bond-2195,Fvanapvny,KE,6.37,10.0,293.0
Bond-2196,Fvanapvny,KE,7.54,11.0,337.5
Bond-2197,Fvanapvny,KE,4.35,11.0,463.4
Bond-2198,Fvanapvny,KE,1.47,9.0,108.0
Bond-2199,Fvanapvny,KE,2.65,9.0,109.0
Bond-2200,Fvanapvny,KE,2.51,9.0,106.0
Bond-2201,Fvanapvny,KE,7.08,9.0,159.5
Bond-2202,Fvanapvny,KE,1.76,9.0,105.3
Bond-2203,Fvanapvny,KE,3.15,9.0,119.5
Bond-2204,Ovy_naq_Gnf,KE,13.31,8.0,247.8
Bond-2205,Ovy_naq_Gnf,KE,1.89,9.0,146.4
Bond-2206,Ovy_naq_Gnf,KE,1.89,9.0,146.8
Bond-2207,Ovy_naq_Gnf,KE,6.8,9.0,185.5
Bond-2208,Ovy_naq_Gnf,KE,14.01,9.0,298.1
Bond-2209,Ovy_naq_Gnf,KE,15.45,9.0,310.5
Bond-2210,Ugvyvgvrf,KE,6.45,8.0,168.5
Bond-2211,Sbirervta,KR,4.36,16.0,1145.3
Bond-2212,Fvanapvny,KS,3.67,15.0,827.2
Bond-2213,Cbafhzre,KJ,2.27,12.0,463.3
Bond-2214,Cbafhzre,KJ,1.97,13.0,291.8
Bond-2215,Cbafhzre,KJ,3.41,13.0,340.9
Bond-2216,Dvirefvsvrq,KJ,2.27,14.0,505.8
Bond-2217,Dvirefvsvrq,KJ,3.62,14.0,574.0
Bond-2218,Fvanapvny,KJ,1.88,15.0,575.5
Bond-2219,Fvanapvny,KJ,3.91,15.0,670.9
Bond-2220,Fvanapvny,KJ,1.32,17.0,1278.1
Bond-2221,Fvanapvny,KJ,2.18,17.0,1222.7
Bond-2222,Fvanapvny,KJ,1.84,15.0,654.1
Bond-2223,Fvanapvny,KJ,2.69,15.0,710.2
Bond-2224,Fvanapvny,KJ,3.07,15.0,702.1
Bond-2225,Fvanapvny,KJ,2.82,15.0,729.7
Bond-2226,Fvanapvny,KJ,2.09,14.0,738.2
Bond-2227,Fvanapvny,KJ,2.16,16.0,1314.9
Bond-2228,Fvanapvny,KJ,1.82,15.0,556.1
Bond-2229,Fvanapvny,KJ,2.25,15.0,598.5
Bond-2230,Fvanapvny,KJ,1.46,17.0,1274.0
Bond-2231,Fvanapvny,KJ,1.43,15.0,607.0
Bond-2232,Fvanapvny,KJ,1.85,17.0,742.9
Bond-2233,Fvanapvny,KJ,2.72,18.0,733.3
Bond-2234,Fvanapvny,KJ,3.04,15.0,747.0
Bond-2235,Fvanapvny,KJ,2.35,18.0,1078.2
Bond-2236,Fvanapvny,KJ,3.48,18.0,973.6
Bond-2237,Fvanapvny,KJ,1.02,14.0,506.6
Bond-2238,Fvanapvny,KJ,1.52,15.0,508.1
Bond-2239,Fvanapvny,KJ,3.39,15.0,608.6
Bond-2240,Fvanapvny,KJ,1.46,15.0,657.1
Bond-2241,Fvanapvny,KJ,2.7,15.0,725.3
Bond-2242,Fvanapvny,KJ,2.08,15.0,730.2
Bond-2243,Fvanapvny,KJ,1.35,18.0,1230.4
Bond-2244,Fvanapvny,KJ,3.65,15.0,762.5
Bond-2245,Fvanapvny,KJ,1.53,15.0,670.0
Bond-2246,Fvanapvny,KJ,1.86,18.0,746.3
Bond-2247,Fvanapvny,KJ,2.11,15.0,734.5
Bond-2248,Fvanapvny,KJ,2.99,15.0,764.1
Bond-2249,Fvanapvny,KJ,3.73,15.0,765.7
Bond-2250,Fvanapvny,KJ,1.31,15.0,607.7
Bond-2251,Fvanapvny,KJ,1.97,17.0,711.5
Bond-2252,Fvanapvny,KJ,2.23,15.0,694.3
Bond-2253,Fvanapvny,KJ,3.21,15.0,725.6
Bond-2254,Fvanapvny,KJ,3.27,15.0,748.8
Bond-2255,Fvanapvny,KJ,2.55,19.0,1139.3
Bond-2256,Fvanapvny,KJ,3.27,15.0,748.8
Bond-2257,Iaqhfgevny,KJ,4.3,14.0,618.0
Bond-2258,Ovy_naq_Gnf,KJ,2.11,15.0,593.3
Bond-2259,Ovy_naq_Gnf,KJ,3.53,14.0,638.3
Bond-2260,Rrny_Efgngr,KJ,2.15,15.0,1268.2
Bond-2261,Sbirervta,KJ,1.41,14.0,504.1
Bond-2262,Sbirervta,KJ,1.84,14.0,545.7
Bond-2263,Sbirervta,KJ,2.33,14.0,518.9
Bond-2264,Sbirervta,KJ,2.8,14.0,587.7
Bond-2265,Sbirervta,KJ,2.26,14.0,567.8
Bond-2266,Sbirervta,KJ,3.09,14.0,601.6
Bond-2267,Sbirervta,KJ,3.65,14.0,563.5
Bond-2268,Sbirervta,KJ,3.65,14.0,614.9
Bond-2269,Sbirervta,KJ,4.7,14.0,594.9
Bond-2270,Sbirervta,KJ,4.96,14.0,617.5
Bond-2271,Sbirervta,KJ,5.25,14.0,635.0
Bond-2272,Sbirervta,KJ,5.93,14.0,616.6
Bond-2273,Sbirervta,KJ,6.05,14.0,638.1
Bond-2274,Sbirervta,KJ,6.07,14.0,656.8
Bond-2275,Sbirervta,KJ,5.99,14.0,663.9
Bond-2276,Sbirervta,KJ,8.18,14.0,669.2
Bond-2277,Sbirervta,KJ,9.18,14.0,674.4
Bond-2278,Sbirervta,KJ,9.63,14.0,671.1
Bond-2279,Sbirervta,KJ,10.09,14.0,677.8
Bond-2280,Sbirervta,KJ,10.58,14.0,676.6
Bond-2281,Sbirervta,KJ,11.68,14.0,624.1
Bond-2282,Sbirervta,KJ,11.09,14.0,686.6
Bond-2283,Sbirervta,KJ,11.64,14.0,664.9
Bond-2284,Sbirervta,KJ,3.34,14.0,610.0
Bond-2285,Sbirervta,KJ,1.31,14.0,551.7
Bond-2286,TMT,KJ,4.21,14.0,541.7
Bond-2287,TMT,KJ,5.83,13.0,572.6
Bond-2288,TMT,KJ,3.3,13.0,542.2
Bond-2289,TMT,KJ,3.74,13.0,591.8
Bond-2290,Tenafcbeg,KJ,2.79,13.0,446.0
Bond-2291,Ovy_naq_Gnf,KK,9.73,11.0,530.5
Bond-2292,Ovy_naq_Gnf,KK,2.37,13.0,673.3
Bond-2293,Sbirervta,KK,3.02,11.0,354.3
Bond-2294,Sbirervta,KK,5.06,11.0,380.8
Bond-2295,Ugvyvgvrf,KK,4.85,11.0,503.7
Bond-2296,Iaqhfgevny,KG,4.18,7.0,137.2
Bond-2297,TMT,KG,3.24,7.0,135.6
Bond-2298,TMT,KG,7.19,7.0,168.5
Bond-2299,TMT,KG,5.48,7.0,138.5
Bond-2300,Mrgnyf_naq_Mvavat,KU,8.13,11.0,283.9
Bond-2301,Cbafhzre,ZB,1.23,14.0,519.0
Bond-2302,Cbafhzre,ZB,3.04,15.0,597.8
Bond-2303,Cbafhzre,ZB,4.37,15.0,641.7
Bond-2304,Cbafhzre,ZB,6.7,15.0,628.8
Bond-2305,Fvanapvny,ZB,1.24,16.0,702.3
Bond-2306,Mrgnyf_naq_Mvavat,ZB,2.08,14.0,627.0
Bond-2307,Mrgnyf_naq_Mvavat,ZB,4.06,14.0,789.5
Bond-2308,Mrgnyf_naq_Mvavat,ZB,3.83,14.0,775.0
Bond-2309,Mrgnyf_naq_Mvavat,ZB,5.31,15.0,765.9
Bond-2310,Mrgnyf_naq_Mvavat,ZB,6.15,14.0,784.7
Bond-2311,Ovy_naq_Gnf,ZB,1.64,15.0,656.1
Bond-2312,Ovy_naq_Gnf,ZB,4.63,15.0,791.9
Bond-2313,Sbirervta,ZB,1.75,16.0,599.2
Bond-2314,Sbirervta,ZB,2.56,16.0,677.3
Bond-2315,Sbirervta,ZB,3.31,16.0,730.1
Bond-2316,Sbirervta,ZB,2.82,15.0,714.7
Bond-2317,Sbirervta,ZB,4.0,16.0,732.0
Bond-2318,Sbirervta,ZB,4.64,16.0,744.4
Bond-2319,Sbirervta,ZB,5.23,16.0,746.9
Bond-2320,Sbirervta,ZB,5.43,15.0,781.6
Bond-2321,Sbirervta,ZB,7.39,15.0,753.7
Bond-2322,TMT,ZB,3.74,15.0,594.8
Bond-2323,Tenafcbeg,ZB,3.14,15.0,763.7
Bond-2324,Iaqhfgevny,ZN,4.02,8.0,147.5
Bond-2325,Iaqhfgevny,ZN,5.62,8.0,189.6
Bond-2326,Sbirervta,ZN,2.78,2.0,9.8
Bond-2327,Sbirervta,ZN,10.1,2.0,45.4
Bond-2328,Sbirervta,ZN,2.92,2.0,22.0
Bond-2329,TMT,ZN,3.46,13.0,411.9
Bond-2330,Tenafcbeg,ZN,15.65,9.0,297.5
Bond-2331,Sbirervta,ZL,2.71,10.0,51.4
Bond-2332,Sbirervta,ZL,5.33,10.0,111.7
Bond-2333,Sbirervta,ZL,7.71,10.0,141.1
Bond-2334,Sbirervta,ZL,8.77,10.0,190.1
Bond-2335,Sbirervta,ZL,10.01,10.0,200.8
Bond-2336,Sbirervta,ZL,15.83,10.0,201.3
Bond-2337,Sbirervta,ZL,16.76,10.0,222.3
Bond-2338,Sbirervta,ZL,18.24,10.0,228.5
Bond-2339,Fvanapvny,ZU,3.63,13.0,408.4
Bond-2340,Sbirervta,ZU,3.11,13.0,277.1
Bond-2341,Sbirervta,ZU,6.79,13.0,314.6
Bond-2342,Fvanapvny,PS,1.66,14.0,531.3
Bond-2343,Sbirervta,PS,3.73,13.0,140.6
Bond-2344,Ugvyvgvrf,PS,4.82,13.0,432.9
Bond-2345,Fvanapvny,UB,2.29,14.0,477.0
Bond-2346,Fvanapvny,UB,2.29,13.0,453.6
Bond-2347,Fvanapvny,UB,1.28,10.0,266.9
Bond-2348,Fvanapvny,UB,3.21,14.0,477.9
Bond-2349,Mrgnyf_naq_Mvavat,UB,1.74,11.0,190.1
Bond-2350,Mrgnyf_naq_Mvavat,UB,11.5,11.0,398.0
Bond-2351,Mrgnyf_naq_Mvavat,UB,3.2,11.0,213.6
Bond-2352,Mrgnyf_naq_Mvavat,UB,6.57,11.0,314.1
Bond-2353,Mrgnyf_naq_Mvavat,UB,0.71,14.0,358.9
Bond-2354,Mrgnyf_naq_Mvavat,UB,0.7,14.0,400.0
Bond-2355,Ovy_naq_Gnf,UB,1.95,12.0,566.0
Bond-2356,Ovy_naq_Gnf,UB,3.08,12.0,683.5
Bond-2357,Ovy_naq_Gnf,UB,6.06,12.0,694.6
Bond-2358,Rrny_Efgngr,UB,2.39,11.0,394.5
Bond-2359,Sbirervta,UB,1.56,12.0,210.7
Bond-2360,Sbirervta,UB,3.01,12.0,357.8
Bond-2361,Sbirervta,UB,4.29,12.0,393.4
Bond-2362,Sbirervta,UB,4.7,12.0,423.5
Bond-2363,Sbirervta,UB,5.85,12.0,458.4
Bond-2364,Sbirervta,UB,6.5,12.0,480.3
Bond-2365,Sbirervta,UB,7.25,12.0,494.2
Bond-2366,Sbirervta,UB,11.21,12.0,569.5
Bond-2367,Sbirervta,UB,12.26,12.0,570.5
Bond-2368,Sbirervta,UB,12.71,12.0,563.0
Bond-2369,Sbirervta,UB,12.65,12.0,593.0
Bond-2370,Sbirervta,UB,12.15,12.0,608.3
Bond-2371,TMT,UB,1.3,12.0,330.2
Bond-2372,TMT,UB,3.65,12.0,374.2
Bond-2373,TMT,UB,4.9,12.0,393.0
Bond-2374,TMT,UB,4.05,10.0,175.0
Bond-2375,TMT,UB,5.6,10.0,205.2
Bond-2376,Tenafcbeg,UB,1.72,12.0,408.9
Bond-2377,Ugvyvgvrf,UB,2.48,17.0,964.4
Bond-2378,Ugvyvgvrf,UB,3.58,17.0,925.8
Bond-2379,Ugvyvgvrf,UB,5.46,17.0,939.6
Bond-2380,Ugvyvgvrf,UB,6.07,12.0,569.6
Bond-2381,Mrgnyf_naq_Mvavat,UD,2.98,17.0,732.7
Bond-2382,Mrgnyf_naq_Mvavat,UD,4.4,17.0,721.5
Bond-2383,Mrgnyf_naq_Mvavat,UD,5.46,17.0,701.7
Bond-2384,Mrgnyf_naq_Mvavat,UD,3.75,17.0,746.4
Bond-2385,Mrgnyf_naq_Mvavat,UD,1.4,17.0,668.6
